Marital_status,Course,Nacionality,Admission_grade,Gender,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
Single,Tourism,Portuguese,138.1,Female,19,0,6,8,4,12.5,0,0,6,11,1,14.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,117.3,Female,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,106.8,Female,19,0,7,8,6,13.533333333333331,0,0,8,9,7,13.614285714285714,0,Graduate
Single,Communication Design,Portuguese,120.1,Female,20,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,Graduate
Single,Tourism,Portuguese,116.5,Female,19,0,6,9,5,13.2,0,0,6,8,5,11.0,0,Graduate
Single,Communication Design,Portuguese,120.0,Female,21,0,6,7,5,12.2,0,0,6,7,4,12.6,0,Enrolled
Single,Basic Education,Portuguese,139.7,Female,19,0,7,7,7,13.428571428571429,0,0,7,7,7,14.857142857142858,0,Graduate
Single,Communication Design,Portuguese,123.7,Female,18,1,6,8,6,12.714285714285714,1,0,6,8,6,12.625,0,Graduate
Single,Equinculture,Portuguese,116.5,Female,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,122.2,Female,19,0,6,6,6,13.666666666666666,0,0,6,9,6,13.666666666666666,0,Graduate
Single,Journalism and Communication,Portuguese,146.0,Female,20,0,6,6,5,11.0,0,0,6,6,6,13.166666666666666,0,Graduate
Single,Basic Education,Portuguese,108.8,Female,18,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,133.0,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
Single,Equinculture,Portuguese,123.8,Female,18,0,5,7,4,12.0,0,0,5,6,5,12.0,0,Graduate
Single,Journalism and Communication,Portuguese,120.0,Female,18,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Social Service,Portuguese,126.9,Female,18,0,6,14,5,11.0,0,0,6,6,6,11.666666666666666,0,Graduate
Single,Journalism and Communication,Portuguese,121.3,Female,20,0,6,12,5,12.0,0,0,6,8,6,11.571428571428571,0,Dropout
Single,Nursing,Portuguese,129.0,Female,19,0,7,7,7,13.308571428571428,0,0,8,10,8,12.55,0,Graduate
Single,Basic Education,Portuguese,114.9,Female,21,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,Dropout
Single,Advertising and Marketing Management,Portuguese,106.5,Female,20,0,6,6,0,0.0,0,0,6,9,0,0.0,0,Dropout
Single,Tourism,Portuguese,133.9,Female,18,0,6,10,5,12.2,0,0,6,8,4,11.25,0,Graduate
Single,Journalism and Communication,Portuguese,124.9,Female,20,0,6,7,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,Graduate
Single,Nursing,Portuguese,128.5,Female,19,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,Graduate
Single,Veterinary Nursing,Portuguese,126.2,Female,22,0,5,14,4,14.25,3,0,5,9,5,13.2,4,Dropout
Single,Equinculture,Portuguese,121.7,Female,22,0,6,0,0,0.0,0,0,2,2,0,0.0,2,Dropout
Single,Basic Education,Portuguese,120.0,Female,18,0,6,10,3,12.0,0,0,6,8,4,10.25,0,Enrolled
Single,Management,Portuguese,113.2,Female,21,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,Enrolled
Single,Social Service,Portuguese,120.3,Female,19,0,6,12,2,13.0,0,0,6,8,5,11.6,0,Graduate
Single,Animation and Multimedia Design,Portuguese,127.8,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,123.3,Female,20,0,8,8,7,14.901428571428571,1,0,8,8,7,14.901428571428571,1,Dropout
Single,Nursing,Portuguese,126.3,Female,18,0,7,8,7,12.65,0,0,8,9,8,12.445555555555554,0,Graduate
Single,Management (evening attendance),Portuguese,128.2,Female,22,7,12,12,7,11.0,0,5,5,5,5,10.6,0,Dropout
Single,Veterinary Nursing,Portuguese,134.9,Female,20,0,5,7,4,12.4,0,0,5,9,5,12.666666666666666,0,Graduate
Single,Agronomy,Portuguese,140.0,Female,19,0,6,7,6,12.0,0,0,6,7,6,12.666666666666666,0,Graduate
Single,Nursing,Portuguese,115.5,Female,19,0,7,8,7,12.135714285714286,0,0,8,10,7,13.328571428571427,0,Graduate
Single,Nursing,Portuguese,106.7,Female,20,0,7,10,5,12.62,0,0,7,8,6,12.5,0,Enrolled
Single,Management (evening attendance),Portuguese,140.0,Female,25,0,5,11,3,10.666666666666666,0,0,5,11,3,11.333333333333334,0,Enrolled
Single,Nursing,Portuguese,136.6,Female,19,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,Graduate
Single,Nursing,Portuguese,119.3,Female,19,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,Graduate
Single,Communication Design,Portuguese,152.0,Female,19,0,5,5,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,144.3,Female,20,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,Graduate
Single,Oral Hygiene,Portuguese,159.0,Female,25,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,Enrolled
Single,Nursing,Portuguese,129.5,Female,20,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,Graduate
Single,Social Service,Portuguese,140.0,Female,24,0,6,9,4,15.75,0,0,6,10,5,16.4,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,105.4,Female,20,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,Graduate
Single,Nursing,Portuguese,136.0,Female,21,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,Graduate
Single,Agronomy,Portuguese,160.0,Female,19,0,6,8,6,13.0,0,0,6,11,5,13.0,0,Graduate
Single,Journalism and Communication,Portuguese,139.1,Female,19,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,Graduate
Single,Advertising and Marketing Management,Portuguese,126.9,Female,21,0,5,5,5,13.2,0,0,5,5,4,13.0,0,Graduate
Single,Nursing,Portuguese,184.0,Female,28,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,Graduate
Single,Social Service,Portuguese,125.0,Female,19,0,6,8,5,10.6,0,0,6,8,5,11.0,0,Graduate
Single,Management,Portuguese,138.5,Female,18,0,5,5,5,14.0,0,0,5,6,5,13.6,0,Graduate
,Nursing,Portuguese,133.5,Female,18,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,Graduate
Single,Nursing,Portuguese,141.5,Female,18,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,Graduate
Single,Nursing,Portuguese,130.0,Female,22,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,Graduate
Single,Management,Portuguese,131.0,Female,19,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,Enrolled
Single,Nursing,Portuguese,145.0,Female,18,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,Graduate
Single,Tourism,Portuguese,114.3,Female,20,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,108.3,Female,26,4,9,9,4,11.25,0,3,10,12,3,11.0,0,Dropout
Single,Communication Design,Portuguese,125.2,Female,18,0,6,6,6,14.0,0,0,6,8,6,13.625,0,Graduate
Single,Tourism,Portuguese,131.7,Female,21,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,Dropout
Single,Nursing,Portuguese,126.3,Female,18,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,Graduate
Single,Veterinary Nursing,Portuguese,147.6,Female,20,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,Graduate
Single,Nursing,Portuguese,125.1,Female,18,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,Graduate
Single,Management,Portuguese,123.8,Female,19,0,5,5,5,12.4,0,0,5,8,3,11.0,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,130.8,Female,20,0,5,5,4,15.0,0,0,5,5,4,13.75,0,Dropout
Single,Basic Education,Portuguese,154.1,Female,18,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,Graduate
Single,Management,Portuguese,122.6,Female,20,0,5,8,3,12.0,0,0,5,9,4,12.625,0,Enrolled
Single,Social Service (evening attendance),Portuguese,103.5,Female,22,0,6,7,5,13.4,0,0,6,9,5,12.2,0,Graduate
Single,Animation and Multimedia Design,Portuguese,132.8,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
Single,Management (evening attendance),Portuguese,100.0,Female,21,1,5,9,4,11.5,0,1,5,5,5,11.4,0,Graduate
Single,Basic Education,Portuguese,115.8,Female,18,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,Enrolled
Single,Nursing,Portuguese,133.8,Female,18,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,Graduate
Single,Communication Design,Portuguese,118.5,Female,18,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,Graduate
Single,Animation and Multimedia Design,Portuguese,150.3,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Management,Portuguese,107.8,Female,19,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,Enrolled
Single,Nursing,Portuguese,127.5,Female,19,0,7,10,5,12.94,0,0,7,7,5,13.76,0,Enrolled
Single,Nursing,Portuguese,120.5,Female,19,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,Graduate
Single,Management,Portuguese,117.3,Female,19,0,5,9,4,12.25,0,0,5,10,4,12.0,0,Enrolled
Single,Tourism,Portuguese,120.6,Female,19,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,Dropout
Single,Tourism,Portuguese,118.7,Female,21,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,Graduate
Single,Journalism and Communication,Brazilian,130.8,Female,20,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,Graduate
Single,Management,Portuguese,112.6,Female,20,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,Graduate
Single,Management (evening attendance),Portuguese,117.2,Female,41,0,5,8,5,11.0,0,0,5,6,5,11.8,1,Graduate
Divorced,Nursing,Portuguese,130.0,Female,32,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,Enrolled
Single,Nursing,Portuguese,131.8,Female,18,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,Graduate
Divorced,Social Service (evening attendance),Portuguese,97.0,Female,35,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,Graduate
Single,Nursing,Portuguese,130.0,Female,32,0,7,12,4,13.7,0,0,7,7,0,0.0,0,Dropout
Single,Social Service (evening attendance),Portuguese,148.0,Female,37,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,Graduate
Married,Management,Portuguese,103.4,Female,30,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,Dropout
Single,Journalism and Communication,Portuguese,127.1,Male,23,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,Graduate
Single,Journalism and Communication,Portuguese,124.0,Female,20,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,Dropout
Single,Advertising and Marketing Management,Portuguese,121.4,Male,21,0,5,7,4,11.5,0,0,5,6,4,11.75,0,Graduate
Single,Management,Portuguese,118.1,Male,19,0,5,6,5,11.2,0,0,5,5,5,13.2,0,Graduate
Single,Nursing,Portuguese,121.3,Male,18,0,8,8,7,15.07,0,0,8,8,7,15.07,0,Graduate
Single,Informatics Engineering,Portuguese,119.5,Male,18,0,5,6,1,10.0,0,0,5,7,1,12.0,0,Dropout
Single,Management (evening attendance),Portuguese,115.2,Male,24,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,130.2,Male,22,0,6,11,4,13.0,0,0,6,11,4,12.6,0,Graduate
Single,Tourism,Portuguese,130.0,Male,18,0,6,7,4,11.0,0,0,6,7,3,11.25,0,Dropout
Single,Social Service,Portuguese,126.9,Female,18,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,Graduate
Single,Communication Design,Mexican,168.5,Male,21,0,6,7,5,14.6,0,0,6,6,5,14.2,0,Graduate
Divorced,Nursing,Portuguese,130.0,Female,38,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,Dropout
Single,Oral Hygiene,Portuguese,122.8,Female,19,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,Graduate
,Nursing,Portuguese,110.0,Female,36,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,Dropout
Single,Veterinary Nursing,Portuguese,127.1,Female,18,0,5,8,4,13.25,1,0,5,10,4,10.5,0,Graduate
Single,Nursing,Portuguese,108.5,Female,19,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,Graduate
Single,Veterinary Nursing,Portuguese,138.2,Female,21,7,10,15,8,13.75,0,4,9,17,5,13.2,0,Dropout
Single,Nursing,Portuguese,96.0,Female,19,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,Enrolled
Single,Social Service,Portuguese,124.5,Female,18,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,Graduate
Married,Nursing,Portuguese,120.0,Female,45,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,Enrolled
Single,Management,Portuguese,132.3,Female,20,0,5,9,1,10.0,0,0,5,10,1,11.0,0,Dropout
Single,Tourism,Portuguese,120.7,Female,18,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,Graduate
Single,Advertising and Marketing Management,Portuguese,132.6,Female,18,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,Graduate
Single,Equinculture,Portuguese,140.0,Female,25,0,5,9,0,0.0,4,0,5,9,0,0.0,3,Dropout
Single,Nursing,Portuguese,124.5,Female,19,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,Graduate
Single,Animation and Multimedia Design,Portuguese,142.0,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Tourism,Portuguese,130.0,Female,39,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,Graduate
Married,Agronomy,Portuguese,144.0,Female,29,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,Graduate
Single,Basic Education,Portuguese,128.5,Female,18,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,Enrolled
Single,Communication Design,Portuguese,140.0,Female,23,0,3,3,2,10.0,0,0,6,0,0,0.0,0,Dropout
Single,Basic Education,Portuguese,113.9,Female,21,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,Dropout
Single,Social Service,Portuguese,137.2,Female,18,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,23,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,Graduate
Single,Equinculture,Portuguese,152.3,Female,18,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,Graduate
Married,Social Service (evening attendance),Portuguese,112.5,Female,32,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,Graduate
Married,Management,Portuguese,101.0,Female,29,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,Dropout
Single,Social Service,Portuguese,112.3,Female,20,0,6,8,5,11.6,0,0,6,8,4,11.75,0,Graduate
Single,Social Service,Portuguese,114.0,Female,28,0,6,11,1,13.0,0,0,6,12,0,0.0,0,Dropout
Single,Management,Portuguese,130.0,Female,27,0,5,9,3,12.0,0,0,5,11,4,13.625,0,Graduate
Single,Nursing,Portuguese,121.5,Female,22,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,Graduate
Married,Agronomy,Portuguese,120.0,Female,37,0,6,10,6,12.875,0,0,6,12,6,12.9,0,Enrolled
Single,Social Service (evening attendance),Portuguese,130.0,Female,28,0,6,12,1,11.0,0,0,6,0,0,0.0,0,Dropout
Married,Agronomy,Portuguese,125.7,Female,43,0,6,10,4,12.25,0,0,6,13,4,10.5,0,Dropout
Single,Oral Hygiene,Portuguese,128.0,Female,32,0,7,7,0,0.0,7,0,8,8,0,0.0,7,Dropout
Single,Social Service,Portuguese,113.2,Female,20,0,6,11,4,10.75,0,0,6,13,5,11.5,0,Enrolled
Divorced,Nursing,Portuguese,120.0,Female,35,0,8,9,8,13.63,1,0,8,9,8,13.63,1,Graduate
Single,Advertising and Marketing Management,Portuguese,117.8,Female,21,0,5,8,3,13.0,0,0,5,7,4,11.5,1,Graduate
Single,Nursing,Portuguese,121.3,Female,18,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,Enrolled
Single,Nursing,Portuguese,169.7,Female,18,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,Graduate
Single,Social Service,Portuguese,117.7,Female,18,0,6,10,5,12.0,0,0,6,11,4,12.0,0,Graduate
Single,Social Service (evening attendance),Portuguese,121.8,Female,22,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,Graduate
Single,Nursing,Portuguese,128.3,Female,19,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,Graduate
Single,Management,Portuguese,132.2,Female,18,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,Graduate
Single,Animation and Multimedia Design,Portuguese,134.3,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,123.4,Female,18,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,Graduate
Married,Management (evening attendance),Portuguese,121.7,Female,31,0,5,7,0,0.0,0,0,5,7,0,0.0,0,Dropout
Married,Social Service (evening attendance),Portuguese,130.0,Female,33,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,Graduate
Single,Nursing,Portuguese,126.5,Female,19,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,Graduate
Single,Social Service,Portuguese,159.7,Female,18,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,Graduate
Single,Management,Portuguese,151.3,Female,23,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,Graduate
Single,Social Service,Portuguese,138.0,Female,20,0,6,11,5,11.2,0,0,6,6,6,12.0,0,Graduate
Single,Nursing,Portuguese,126.5,Female,18,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,21,7,9,10,8,13.25,0,4,9,14,5,12.2,0,Enrolled
Single,Social Service,Portuguese,112.3,Female,22,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0,Graduate
Single,Social Service,Portuguese,127.3,Female,20,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,Graduate
Single,Nursing,Portuguese,130.0,Female,23,1,7,8,6,14.357142857142858,0,1,7,8,6,14.357142857142858,0,Graduate
Single,Journalism and Communication,Portuguese,115.0,Female,19,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,Graduate
Single,Nursing,Portuguese,131.5,Female,19,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,Graduate
Single,Management (evening attendance),Portuguese,125.7,Female,26,0,5,9,2,12.0,0,0,5,9,3,11.0,0,Dropout
Single,Nursing,Portuguese,126.8,Female,18,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,Graduate
Single,Informatics Engineering,Portuguese,132.4,Male,18,0,5,5,1,16.0,0,0,5,5,0,0.0,0,Dropout
Single,Agronomy,Portuguese,150.0,Male,20,0,6,8,6,13.125,0,0,6,10,6,13.2,0,Graduate
Single,Advertising and Marketing Management,Portuguese,95.0,Male,19,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,128.2,Male,32,5,9,9,5,11.4,0,4,4,4,4,11.0,0,Dropout
Married,Equinculture,Portuguese,130.0,Male,31,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,Dropout
Single,Informatics Engineering,Portuguese,100.0,Male,25,0,5,13,1,11.0,0,0,5,11,1,10.0,0,Enrolled
Single,Veterinary Nursing,Portuguese,159.9,Female,21,2,6,14,5,13.666666666666666,0,2,6,10,5,13.0,0,Graduate
Married,Management (evening attendance),Portuguese,100.0,Female,31,2,6,10,4,11.75,0,0,5,6,1,10.0,0,Dropout
Married,Basic Education,Portuguese,116.5,Female,34,0,7,11,1,10.0,0,0,7,7,1,13.0,0,Dropout
Single,Social Service,Portuguese,120.0,Female,18,0,6,8,6,13.5,0,0,6,9,6,12.833333333333334,0,Graduate
Single,Social Service,Portuguese,117.0,Female,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,140.0,Female,21,0,6,12,1,12.0,0,0,6,11,1,11.0,0,Enrolled
Single,Basic Education,Portuguese,118.1,Female,18,0,6,11,3,13.0,0,0,6,10,5,11.8,0,Dropout
Single,Tourism,Portuguese,153.5,Female,20,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,Graduate
Single,Journalism and Communication,Portuguese,127.9,Female,20,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0,Graduate
Single,Advertising and Marketing Management,Portuguese,118.8,Female,18,0,6,10,5,12.0,0,0,6,11,5,12.333333333333334,0,Graduate
Single,Social Service,Portuguese,126.7,Female,19,0,6,11,4,12.75,0,0,6,7,6,11.333333333333334,0,Graduate
Single,Veterinary Nursing,Portuguese,170.0,Female,19,0,5,5,0,0.0,5,0,5,7,4,14.75,1,Enrolled
Divorced,Equinculture,Portuguese,110.0,Female,30,0,6,7,0,0.0,0,0,6,16,1,10.0,0,Dropout
Single,Social Service,Portuguese,115.0,Female,19,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,Graduate
Single,Oral Hygiene,Portuguese,119.0,Female,19,0,7,9,7,11.677777777777775,0,0,8,8,8,13.8,0,Graduate
Single,Nursing,Portuguese,121.8,Female,19,0,8,8,7,13.6,0,0,8,8,7,13.6,0,Graduate
Single,Veterinary Nursing,Portuguese,133.4,Female,19,0,6,7,6,16.0,0,0,6,8,6,15.875,0,Graduate
Single,Social Service,Portuguese,131.4,Female,20,0,6,9,5,11.8,0,0,6,7,6,11.5,0,Graduate
Single,Informatics Engineering,Portuguese,135.0,Male,25,0,5,5,0,0.0,0,2,6,7,2,14.0,0,Dropout
Single,Journalism and Communication,Portuguese,122.8,Male,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Married,Basic Education,Portuguese,140.0,Female,34,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,Graduate
Single,Nursing,Portuguese,125.3,Female,18,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,Graduate
Single,Nursing,Portuguese,126.3,Female,18,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,Graduate
Single,Advertising and Marketing Management,Portuguese,100.0,Female,20,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,Graduate
Single,Nursing,Portuguese,121.3,Female,20,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,Graduate
Single,Management (evening attendance),Portuguese,135.0,Female,23,6,11,18,8,12.375,0,3,9,15,5,12.6,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,120.0,Female,28,0,6,8,1,10.0,0,0,6,9,0,0.0,0,Dropout
Single,Journalism and Communication,Portuguese,113.7,Female,18,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,Enrolled
Single,Management,Portuguese,129.7,Female,19,0,5,5,5,12.6,0,0,5,6,4,12.4,0,Graduate
Married,Management,Portuguese,132.1,Female,34,0,5,7,2,10.0,0,0,5,6,4,12.0,0,Dropout
Married,Basic Education,Portuguese,120.3,Female,35,0,7,7,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,120.0,Female,32,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,Graduate
Single,Tourism,Portuguese,123.1,Female,19,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,Graduate
Single,Advertising and Marketing Management,Portuguese,119.4,Female,18,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,Graduate
Married,Management,Portuguese,140.0,Female,35,0,5,8,4,12.5,1,0,5,8,5,11.8,0,Dropout
Single,Social Service (evening attendance),Portuguese,116.5,Male,24,0,6,6,4,12.25,0,0,6,10,4,11.5,0,Enrolled
Single,Social Service,Portuguese,113.0,Female,20,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,Graduate
Single,Journalism and Communication,Italian,133.9,Male,18,0,6,7,6,13.5,0,0,6,7,6,13.0,0,Graduate
Single,Nursing,Portuguese,115.5,Male,20,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,Graduate
Single,Tourism,Portuguese,116.5,Male,18,0,6,12,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,171.2,Male,18,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,Graduate
Single,Advertising and Marketing Management,Portuguese,119.1,Male,20,0,5,7,4,11.0,0,0,5,7,4,11.5,0,Graduate
Single,Basic Education,Portuguese,121.1,Male,19,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,Dropout
Single,Communication Design,Portuguese,132.9,Male,20,0,6,9,6,11.375,0,0,6,6,5,13.8,0,Enrolled
Single,Social Service,Portuguese,132.8,Male,19,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,Graduate
Single,Journalism and Communication,Portuguese,126.7,Male,20,0,6,9,5,12.6,0,0,6,11,4,11.5,0,Graduate
Single,Nursing,Portuguese,105.8,Male,22,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,Graduate
Single,Informatics Engineering,Portuguese,117.2,Male,18,0,5,8,4,13.5,0,0,6,10,6,13.625,0,Enrolled
Single,Nursing,Portuguese,140.0,Male,19,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,Graduate
Single,Agronomy,Portuguese,120.0,Male,22,2,6,15,3,11.75,0,0,6,12,2,10.0,0,Dropout
Single,Informatics Engineering,Italian,119.5,Male,20,0,5,5,5,14.8,0,0,5,5,5,17.6,0,Graduate
Married,Agronomy,Portuguese,153.9,Male,34,0,6,7,0,0.0,0,0,6,0,0,0.0,0,Dropout
Married,Social Service (evening attendance),Portuguese,130.0,Male,24,0,6,14,1,10.0,0,0,5,5,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,107.0,Male,26,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Nursing,Portuguese,132.8,Male,35,0,7,10,4,12.6,0,0,7,9,5,12.38,0,Dropout
Single,Management (evening attendance),Portuguese,127.5,Male,22,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,Graduate
Single,Tourism,Portuguese,123.3,Male,26,0,6,10,4,10.0,0,0,6,11,3,12.0,0,Enrolled
Single,Management,Portuguese,122.0,Male,19,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,Dropout
Single,Tourism,Portuguese,114.8,Male,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
